Date,Week,erfaring,utdanning
2013-01-01,0.0,48.78048780487805,16.260162601626018
2013-01-08,1.0,0.0,0.0
2013-01-15,2.0,51.28205128205128,0.0
2013-01-22,3.0,58.8235294117647,0.0
2013-01-29,4.0,0.0,43.47826086956522
2013-02-05,5.0,36.76470588235294,29.41176470588235
2013-02-12,6.0,30.434782608695652,21.73913043478261
2013-02-19,7.0,0.0,0.0
2013-02-26,8.0,29.41176470588235,0.0
2013-03-05,9.0,19.90049751243781,19.90049751243781
2013-03-12,10.0,19.108280254777068,6.369426751592357
2013-03-19,11.0,46.15384615384615,11.538461538461538
2013-03-26,12.0,58.8235294117647,0.0
2013-04-02,13.0,30.0,0.0
2013-04-09,14.0,35.08771929824561,17.543859649122805
2013-04-16,15.0,40.17857142857143,17.857142857142858
2013-04-23,16.0,54.054054054054056,0.0
2013-04-30,17.0,57.80346820809248,23.12138728323699
2013-05-07,18.0,11.76470588235294,11.76470588235294
2013-05-14,19.0,31.25,10.416666666666666
2013-05-21,20.0,10.526315789473683,10.526315789473683
2013-05-28,21.0,39.473684210526315,0.0
2013-06-04,22.0,37.03703703703704,27.777777777777775
2013-06-11,23.0,21.551724137931036,4.310344827586206
2013-06-18,24.0,46.15384615384615,30.76923076923077
2013-06-25,25.0,51.28205128205128,25.64102564102564
2013-07-02,26.0,29.850746268656717,44.776119402985074
2013-07-09,27.0,0.0,0.0
2013-07-16,28.0,52.63157894736842,0.0
2013-07-23,29.0,0.0,0.0
2013-07-30,30.0,63.29113924050633,25.31645569620253
2013-08-06,31.0,37.73584905660377,18.867924528301884
2013-08-13,32.0,32.25806451612903,0.0
2013-08-20,33.0,20.408163265306122,20.408163265306122
2013-08-27,34.0,66.66666666666667,28.57142857142857
2013-09-03,35.0,47.05882352941176,23.52941176470588
2013-09-10,36.0,19.04761904761905,9.523809523809526
2013-09-17,37.0,22.727272727272727,0.0
2013-09-24,38.0,40.0,0.0
2013-10-01,39.0,33.333333333333336,33.333333333333336
2013-10-08,40.0,72.16494845360825,10.309278350515465
2013-10-15,41.0,0.0,0.0
2013-10-22,42.0,64.51612903225806,0.0
2013-10-29,43.0,24.096385542168676,12.048192771084338
2013-11-05,44.0,44.44444444444444,14.814814814814815
2013-11-12,45.0,80.64516129032258,16.129032258064516
2013-11-19,46.0,145.16129032258067,16.129032258064516
2013-11-26,47.0,46.66666666666667,33.333333333333336
2013-12-03,48.0,14.492753623188406,14.492753623188406
2013-12-10,49.0,33.898305084745765,25.423728813559325
2013-12-17,50.0,51.28205128205128,12.82051282051282
2013-12-24,51.0,0.0,0.0
2013-12-31,52.0,52.63157894736842,17.543859649122805
2014-01-07,53.0,44.776119402985074,29.850746268656717
2014-01-14,54.0,0.0,0.0
2014-01-21,55.0,116.50485436893204,38.83495145631068
2014-01-28,56.0,40.54054054054054,13.513513513513514
2014-02-04,57.0,56.45161290322581,8.064516129032258
2014-02-11,58.0,22.727272727272727,22.727272727272727
2014-02-18,59.0,0.0,0.0
2014-02-25,60.0,19.801980198019802,9.900990099009901
2014-03-04,61.0,0.0,0.0
2014-03-11,62.0,48.387096774193544,16.129032258064516
2014-03-18,63.0,27.027027027027028,0.0
2014-03-25,64.0,27.027027027027028,0.0
2014-04-01,65.0,29.288702928870293,25.10460251046025
2014-04-08,66.0,25.0,0.0
2014-04-15,67.0,25.0,0.0
2014-04-22,68.0,36.36363636363636,0.0
2014-04-29,69.0,36.58536585365854,0.0
2014-05-06,70.0,75.0,18.75
2014-05-13,71.0,84.7457627118644,21.1864406779661
2014-05-20,72.0,59.21052631578947,39.473684210526315
2014-05-27,73.0,25.64102564102564,0.0
2014-06-03,74.0,22.727272727272727,45.45454545454545
2014-06-10,75.0,8.064516129032258,8.064516129032258
2014-06-17,76.0,33.333333333333336,22.22222222222222
2014-06-24,77.0,54.94505494505494,32.96703296703297
2014-07-01,78.0,45.45454545454545,11.363636363636363
2014-07-08,79.0,0.0,0.0
2014-07-15,80.0,0.0,0.0
2014-07-22,81.0,50.0,0.0
2014-07-29,82.0,44.11764705882353,14.705882352941176
2014-08-05,83.0,16.666666666666668,0.0
2014-08-12,84.0,36.36363636363636,9.09090909090909
2014-08-19,85.0,38.83495145631068,9.70873786407767
2014-08-26,86.0,25.0,25.0
2014-09-02,87.0,33.333333333333336,16.666666666666668
2014-09-09,88.0,146.06741573033707,22.47191011235955
2014-09-16,89.0,38.88888888888889,33.333333333333336
2014-09-23,90.0,39.0625,15.625
2014-09-30,91.0,34.883720930232556,34.883720930232556
2014-10-07,92.0,0.0,0.0
2014-10-14,93.0,47.05882352941176,11.76470588235294
2014-10-21,94.0,50.0,40.0
2014-10-28,95.0,71.42857142857143,35.714285714285715
2014-11-04,96.0,81.39534883720931,23.25581395348837
2014-11-11,97.0,43.01075268817205,10.752688172043012
2014-11-18,98.0,46.51162790697674,7.751937984496124
2014-11-25,99.0,39.21568627450981,19.607843137254903
2014-12-02,100.0,153.84615384615387,0.0
2014-12-09,101.0,76.92307692307693,38.46153846153847
2014-12-16,102.0,53.57142857142857,0.0
2014-12-23,103.0,0.0,0.0
2014-12-30,104.0,23.25581395348837,0.0
2015-01-06,105.0,0.0,0.0
2015-01-13,106.0,47.05882352941176,23.52941176470588
2015-01-20,107.0,28.57142857142857,0.0
2015-01-27,108.0,35.294117647058826,58.8235294117647
2015-02-03,109.0,35.08771929824561,0.0
2015-02-10,110.0,80.0,20.0
2015-02-17,111.0,0.0,0.0
2015-02-24,112.0,58.47953216374269,17.543859649122805
2015-03-03,113.0,35.08771929824561,0.0
2015-03-10,114.0,25.0,0.0
2015-03-17,115.0,75.75757575757576,0.0
2015-03-24,116.0,24.59016393442623,8.196721311475411
2015-03-31,117.0,0.0,0.0
2015-04-07,118.0,35.46099290780142,70.92198581560284
2015-04-14,119.0,27.27272727272727,45.45454545454545
2015-04-21,120.0,0.0,0.0
2015-04-28,121.0,58.8235294117647,8.403361344537815
2015-05-05,122.0,19.607843137254903,0.0
2015-05-12,123.0,51.724137931034484,17.241379310344826
2015-05-19,124.0,41.666666666666664,13.888888888888888
2015-05-26,125.0,29.41176470588235,0.0
2015-06-02,126.0,35.714285714285715,14.285714285714285
2015-06-09,127.0,0.0,0.0
2015-06-16,128.0,70.92198581560284,78.01418439716312
2015-06-23,129.0,39.21568627450981,19.607843137254903
2015-06-30,130.0,22.727272727272727,11.363636363636363
2015-07-07,131.0,0.0,0.0
2015-07-14,132.0,0.0,0.0
2015-07-21,133.0,42.5531914893617,21.27659574468085
2015-07-28,134.0,0.0,0.0
2015-08-04,135.0,0.0,0.0
2015-08-11,136.0,33.898305084745765,16.949152542372882
2015-08-18,137.0,58.8235294117647,0.0
2015-08-25,138.0,0.0,0.0
2015-09-01,139.0,16.393442622950822,16.393442622950822
2015-09-08,140.0,48.64864864864865,10.81081081081081
2015-09-15,141.0,66.66666666666667,11.11111111111111
2015-09-22,142.0,60.0,30.0
2015-09-29,143.0,44.776119402985074,29.850746268656717
2015-10-06,144.0,52.23880597014925,22.388059701492537
2015-10-13,145.0,46.66666666666667,0.0
2015-10-20,146.0,65.93406593406594,21.978021978021978
2015-10-27,147.0,21.052631578947366,0.0
2015-11-03,148.0,41.23711340206186,20.61855670103093
2015-11-10,149.0,50.0,16.666666666666668
2015-11-17,150.0,31.578947368421055,21.052631578947366
2015-11-24,151.0,36.144578313253014,12.048192771084338
2015-12-01,152.0,24.793388429752067,8.264462809917356
2015-12-08,153.0,83.33333333333333,27.777777777777775
2015-12-15,154.0,37.73584905660377,18.867924528301884
2015-12-22,155.0,62.5,62.5
2015-12-29,156.0,59.82905982905983,25.64102564102564
2016-01-05,157.0,83.33333333333333,27.777777777777775
2016-01-12,158.0,50.0,0.0
2016-01-19,159.0,42.857142857142854,0.0
2016-01-26,160.0,31.914893617021274,0.0
2016-02-02,161.0,26.143790849673202,6.5359477124183005
2016-02-09,162.0,21.27659574468085,7.092198581560283
2016-02-16,163.0,44.87179487179487,12.82051282051282
2016-02-23,164.0,13.513513513513514,0.0
2016-03-01,165.0,62.99212598425197,23.62204724409449
2016-03-08,166.0,44.9438202247191,33.70786516853933
2016-03-15,167.0,27.777777777777775,46.29629629629629
2016-03-22,168.0,48.78048780487805,24.390243902439025
2016-03-29,169.0,47.16981132075472,9.433962264150942
2016-04-05,170.0,83.33333333333333,10.416666666666666
2016-04-12,171.0,10.0,10.0
2016-04-19,172.0,28.169014084507044,14.084507042253522
2016-04-26,173.0,63.82978723404255,63.82978723404255
2016-05-03,174.0,42.5531914893617,0.0
2016-05-10,175.0,40.816326530612244,20.408163265306122
2016-05-17,176.0,45.45454545454545,0.0
2016-05-24,177.0,23.4375,23.4375
2016-05-31,178.0,26.31578947368421,13.157894736842104
2016-06-07,179.0,17.857142857142858,0.0
2016-06-14,180.0,39.21568627450981,39.21568627450981
2016-06-21,181.0,22.727272727272727,68.18181818181817
2016-06-28,182.0,43.16546762589928,43.16546762589928
2016-07-05,183.0,50.0,0.0
2016-07-12,184.0,82.47422680412372,20.61855670103093
2016-07-19,185.0,0.0,0.0
2016-07-26,186.0,46.51162790697674,0.0
2016-08-02,187.0,0.0,0.0
2016-08-09,188.0,111.1111111111111,83.33333333333333
2016-08-16,189.0,35.714285714285715,0.0
2016-08-23,190.0,23.25581395348837,0.0
2016-08-30,191.0,54.054054054054056,63.063063063063055
2016-09-06,192.0,32.96703296703297,10.989010989010989
2016-09-13,193.0,24.390243902439025,0.0
2016-09-20,194.0,22.988505747126435,0.0
2016-09-27,195.0,32.467532467532465,110.38961038961038
2016-10-04,196.0,19.76284584980237,47.43083003952569
2016-10-11,197.0,48.543689320388346,38.83495145631068
2016-10-18,198.0,36.69724770642202,9.174311926605505
2016-10-25,199.0,31.645569620253166,12.658227848101266
2016-11-01,200.0,44.776119402985074,29.850746268656717
2016-11-08,201.0,0.0,0.0
2016-11-15,202.0,0.0,0.0
2016-11-22,203.0,79.54545454545455,22.727272727272727
2016-11-29,204.0,42.780748663101605,26.737967914438503
2016-12-06,205.0,20.408163265306122,20.408163265306122
2016-12-13,206.0,71.42857142857143,23.809523809523807
2016-12-20,207.0,61.72839506172839,43.20987654320987
2016-12-27,208.0,120.0,40.0
2017-01-03,209.0,37.03703703703704,22.22222222222222
2017-01-10,210.0,32.25806451612903,0.0
2017-01-17,211.0,96.77419354838709,32.25806451612903
2017-01-24,212.0,29.41176470588235,44.11764705882353
2017-01-31,213.0,61.72839506172839,0.0
2017-02-07,214.0,36.84210526315789,31.578947368421055
2017-02-14,215.0,58.8235294117647,14.705882352941176
2017-02-21,216.0,33.83458646616541,33.83458646616541
2017-02-28,217.0,31.42857142857143,47.142857142857146
2017-03-07,218.0,53.763440860215056,48.387096774193544
2017-03-14,219.0,46.05263157894736,13.157894736842104
2017-03-21,220.0,142.85714285714286,0.0
2017-03-28,221.0,58.25242718446602,29.12621359223301
2017-04-04,222.0,66.66666666666667,44.44444444444444
2017-04-11,223.0,0.0,0.0
2017-04-18,224.0,55.55555555555555,20.833333333333332
2017-04-25,225.0,46.15384615384615,0.0
2017-05-02,226.0,43.47826086956522,0.0
2017-05-09,227.0,98.36065573770492,21.85792349726776
2017-05-16,228.0,18.18181818181818,0.0
2017-05-23,229.0,57.14285714285714,28.57142857142857
2017-05-30,230.0,38.96103896103896,32.467532467532465
2017-06-06,231.0,11.494252873563218,11.494252873563218
2017-06-13,232.0,0.0,15.151515151515152
2017-06-20,233.0,31.25,0.0
2017-06-27,234.0,21.897810218978105,21.897810218978105
2017-07-04,235.0,84.7457627118644,25.423728813559325
2017-07-11,236.0,0.0,0.0
2017-07-18,237.0,0.0,0.0
2017-07-25,238.0,25.974025974025977,0.0
2017-08-01,239.0,107.14285714285714,0.0
2017-08-08,240.0,48.07692307692308,28.846153846153847
2017-08-15,241.0,34.146341463414636,4.878048780487805
2017-08-22,242.0,100.0,10.0
2017-08-29,243.0,48.148148148148145,11.11111111111111
2017-09-05,244.0,52.083333333333336,20.833333333333332
2017-09-12,245.0,44.6927374301676,5.58659217877095
2017-09-19,246.0,63.41463414634146,29.26829268292683
2017-09-26,247.0,33.057851239669425,16.528925619834713
2017-10-03,248.0,47.36842105263158,31.578947368421055
2017-10-10,249.0,37.03703703703704,24.691358024691358
2017-10-17,250.0,52.63157894736842,47.36842105263158
2017-10-24,251.0,44.534412955465584,24.291497975708502
2017-10-31,252.0,42.3728813559322,16.949152542372882
2017-11-07,253.0,59.52380952380952,7.936507936507936
2017-11-14,254.0,80.49535603715171,21.671826625387
2017-11-21,255.0,109.09090909090908,18.18181818181818
2017-11-28,256.0,32.608695652173914,21.73913043478261
2017-12-05,257.0,20.54794520547945,13.698630136986301
2017-12-12,258.0,40.0,0.0
